MUNICIPIO,REDE,IDEB_2017
São Pedro do Sul,Estadual,3.1
São Sebastião do Caí,Pública,4
São Sebastião do Caí,Estadual,4
São Sepé,Pública,2.8
São Sepé,Estadual,2.8
São Valentim,Pública,4.5
São Valentim,Estadual,4.5
São Valentim do Sul,Pública,4.5
São Valentim do Sul,Estadual,4.5
São Vendelino,Pública,4
São Vendelino,Estadual,4
São Vicente do Sul,Pública,-
São Vicente do Sul,Estadual,3.4
Sapiranga,Estadual,3.5
Sapiranga,Pública,3.6
Sapiranga,Federal,5.3
Sapucaia do Sul,Pública,3.4
Sapucaia do Sul,Estadual,3.4
Sarandi,Pública,3.7
Sarandi,Estadual,3.7
Seberi,Pública,3.7
Seberi,Estadual,3.7
Segredo,Pública,3.2
Segredo,Estadual,3.2
Selbach,Pública,4.4
Selbach,Estadual,4.4
Senador Salgado Filho,Pública,3.2
Senador Salgado Filho,Estadual,3.2
Sentinela do Sul,Pública,2.9
Sentinela do Sul,Estadual,2.9
Serafina Corrêa,Pública,3.6
Serafina Corrêa,Estadual,3.6
Sério,Pública,4.7
Sério,Estadual,4.7
Sertão,Estadual,4.6
Sertão,Pública,2.6
Sertão,Federal,1.9
Sertão Santana,Pública,3.9
Sertão Santana,Estadual,3.9
Sete de Setembro,Pública,4.5
Sete de Setembro,Estadual,4.5
Severiano de Almeida,Pública,3.7
Severiano de Almeida,Estadual,3.7
Sinimbu,Pública,3.6
Sinimbu,Estadual,3.6
Sobradinho,Pública,4
Sobradinho,Estadual,4
Soledade,Pública,3.3
Soledade,Estadual,3.3
Tabaí,Pública,4.6
Tabaí,Estadual,4.9
Tapera,Pública,4.1
Tapera,Estadual,4.1
Tapes,Pública,-
Tapes,Estadual,-
Taquara,Municipal,2.6
Taquara,Pública,-
Taquara,Estadual,-
Taquari,Pública,3.6
Taquari,Estadual,3.6
Taquaruçu do Sul,Pública,4.8
Taquaruçu do Sul,Estadual,4.8
Tavares,Pública,3.6
Tavares,Estadual,3.6
Tenente Portela,Pública,3
Tenente Portela,Estadual,3
Terra de Areia,Pública,3.5
Terra de Areia,Estadual,3.5
Teutônia,Pública,3.4
Teutônia,Estadual,3.4
Tio Hugo,Pública,3
Tio Hugo,Estadual,3
Tiradentes do Sul,Pública,3.9
Tiradentes do Sul,Estadual,3.9
Toropi,Pública,4.1
Toropi,Estadual,4.1
Torres,Pública,4
Torres,Estadual,4
Tramandaí,Pública,3.1
Tramandaí,Estadual,3.1
Travesseiro,Pública,4.8
Travesseiro,Estadual,4.8
Três Arroios,Pública,4.8
Três Arroios,Estadual,4.8
Três Cachoeiras,Pública,-
Três Cachoeiras,Estadual,-
Três Coroas,Pública,3.4
Três Coroas,Estadual,3.4
Três de Maio,Pública,3.4
Três de Maio,Estadual,3.4
Três Forquilhas,Pública,4.4
Três Forquilhas,Estadual,4.4
Três Palmeiras,Pública,3.5
Três Palmeiras,Estadual,3.5
Três Passos,Pública,4.3
Três Passos,Estadual,4.3
Trindade do Sul,Pública,-
Trindade do Sul,Estadual,-
Triunfo,Municipal,3
Triunfo,Pública,2.5
Triunfo,Estadual,1.8
Tucunduva,Pública,3.3
Tucunduva,Estadual,3.3
Tunas,Pública,2.7
Tunas,Estadual,2.7
Tupanci do Sul,Pública,5
Tupanci do Sul,Estadual,5
Tupanciretã,Pública,2.8
Tupanciretã,Estadual,2.8
Tupandi,Pública,4.4
Tupandi,Estadual,4.4
Tuparendi,Pública,4.8
Tuparendi,Estadual,4.8
Ubiretama,Pública,3.9
Ubiretama,Estadual,3.9
Unistalda,Pública,3.9
Unistalda,Estadual,3.9
Uruguaiana,Pública,3.1
Uruguaiana,Estadual,3.1
Vacaria,Pública,3.4
Vacaria,Estadual,3.4
Vale do Sol,Pública,3.2
Vale do Sol,Estadual,3.2
Vale Real,Pública,4.8
Vale Real,Estadual,4.8
Vanini,Pública,5.4
Vanini,Estadual,5.4
Venâncio Aires,Estadual,3.5
Venâncio Aires,Pública,4.1
Venâncio Aires,Federal,6.4
Vera Cruz,Pública,3.3
Vera Cruz,Estadual,3.3
Veranópolis,Pública,3.5
Veranópolis,Estadual,3.5
Vespasiano Corrêa,Pública,4.5
Vespasiano Corrêa,Estadual,4.5
Viadutos,Pública,4.1
Viadutos,Estadual,4.1
Viamão,Pública,-
Viamão,Estadual,-
Vicente Dutra,Pública,3.5
Vicente Dutra,Estadual,3.5
Victor Graeff,Pública,4.5
Victor Graeff,Estadual,4.5
Vila Flores,Pública,4.8
Vila Flores,Estadual,4.8
Vila Lângaro,Pública,3.9
Vila Lângaro,Estadual,3.9
Vila Maria,Pública,4.5
Vila Maria,Estadual,4.5
Vila Nova do Sul,Pública,3.3
Vila Nova do Sul,Estadual,3.3
Vista Alegre,Pública,2.5
Vista Alegre,Estadual,2.5
Vista Alegre do Prata,Pública,4.2
Vista Alegre do Prata,Estadual,4.2
Vista Gaúcha,Pública,3.7
Vista Gaúcha,Estadual,3.7
Vitória das Missões,Pública,2.3
Vitória das Missões,Estadual,2.3
Westfália,Pública,4.5
Westfália,Estadual,4.5
Água Clara,Pública,3.7
Água Clara,Estadual,3.7
Alcinópolis,Pública,3.8
Alcinópolis,Estadual,3.8
Amambai,Pública,3.5
Amambai,Estadual,3.5
Anastácio,Pública,3.1
Anastácio,Estadual,3.1
Anaurilândia,Pública,3.5
Anaurilândia,Estadual,3.5
Angélica,Pública,3.2
Angélica,Estadual,3.2
Antônio João,Pública,3.4
Antônio João,Estadual,3.4
Aparecida do Taboado,Pública,3.5
Aparecida do Taboado,Estadual,3.5
Aquidauana,Pública,3.2
Aquidauana,Estadual,3.2
Aral Moreira,Pública,3.5
Aral Moreira,Estadual,3.5
Bandeirantes,Pública,3.7
Bandeirantes,Estadual,3.7
Bataguassu,Pública,4.1
Bataguassu,Estadual,4.1
Batayporã,Pública,3.9
Batayporã,Estadual,3.9
Bela Vista,Pública,4.2
Bela Vista,Estadual,4.2
Bodoquena,Pública,3.8
Bodoquena,Estadual,3.8
Bonito,Pública,3.3
Bonito,Estadual,3.3
Brasilândia,Pública,3.6
Brasilândia,Estadual,3.6
Caarapó,Pública,4.2
Caarapó,Estadual,4.2
Camapuã,Pública,3.4
Camapuã,Estadual,3.4
Campo Grande,Estadual,3.6
Campo Grande,Pública,3.7
Campo Grande,Federal,6.6
Caracol,Pública,4
Caracol,Estadual,4
Cassilândia,Pública,3.7
Cassilândia,Estadual,3.7
Chapadão do Sul,Pública,3.6
Chapadão do Sul,Estadual,3.6
Corguinho,Pública,4.4
Corguinho,Estadual,4.4
Coronel Sapucaia,Pública,3.2
Coronel Sapucaia,Estadual,3.2
Corumbá,Pública,3.1
Corumbá,Estadual,3.1
Costa Rica,Pública,3.5
Costa Rica,Estadual,3.5
Coxim,Pública,3.5
Coxim,Estadual,3.5
Deodápolis,Pública,2.9
Deodápolis,Estadual,2.9
Douradina,Pública,2.9
Douradina,Estadual,2.9
Dourados,Pública,3.6
Dourados,Estadual,3.6
Eldorado,Pública,3.4
Eldorado,Estadual,3.4
Fátima do Sul,Pública,3.7
Fátima do Sul,Estadual,3.7
Figueirão,Pública,3.9
Figueirão,Estadual,3.9
Glória de Dourados,Pública,3.7
Glória de Dourados,Estadual,3.7
Guia Lopes da Laguna,Pública,4.7
Guia Lopes da Laguna,Estadual,4.7
Iguatemi,Pública,3.2
Iguatemi,Estadual,3.2
Inocência,Pública,4.1
Inocência,Estadual,4.1
Itaporã,Pública,3.3
Itaporã,Estadual,3.3
Itaquiraí,Pública,3.7
Itaquiraí,Estadual,3.7
Ivinhema,Pública,3.2
Ivinhema,Estadual,3.2
Japorã,Pública,3.3
Japorã,Estadual,3.3
Jaraguari,Pública,3.6
Jaraguari,Estadual,3.6
Jardim,Pública,3.6
Jardim,Estadual,3.6
Jateí,Pública,3.9
Jateí,Estadual,3.9
Juti,Pública,3
Juti,Estadual,3
Ladário,Pública,3.4
Ladário,Estadual,3.4
Laguna Carapã,Pública,2.6
Laguna Carapã,Estadual,2.6
Maracaju,Pública,3.5
Maracaju,Estadual,3.5
Miranda,Pública,2.8
Miranda,Estadual,2.8
Mundo Novo,Pública,3.4
Mundo Novo,Estadual,3.4
Naviraí,Pública,3.7
Naviraí,Estadual,3.7
Nioaque,Pública,3.1
Nioaque,Estadual,3.1
Nova Alvorada do Sul,Pública,3.5
Nova Alvorada do Sul,Estadual,3.5
Nova Andradina,Pública,4.3
Nova Andradina,Estadual,4.3
Novo Horizonte do Sul,Pública,2.8
Novo Horizonte do Sul,Estadual,2.8
Paraíso das Águas,Pública,3.2
Paraíso das Águas,Estadual,3.2
Paranaíba,Pública,3.1
Paranaíba,Estadual,3.1
Paranhos,Pública,3.3
Paranhos,Estadual,3.3
Pedro Gomes,Pública,3.4
Pedro Gomes,Estadual,3.4
Ponta Porã,Pública,3
Ponta Porã,Estadual,3
Porto Murtinho,Pública,-
Porto Murtinho,Estadual,-
Ribas do Rio Pardo,Pública,3.3
Ribas do Rio Pardo,Estadual,3.3
Rio Brilhante,Pública,3.7
Rio Brilhante,Estadual,3.7
Rio Negro,Pública,2.6
Rio Negro,Estadual,2.6
Rio Verde de Mato Grosso,Pública,3.7
Rio Verde de Mato Grosso,Estadual,3.7
Rochedo,Pública,3.7
Rochedo,Estadual,3.7
Santa Rita do Pardo,Pública,2.8
Santa Rita do Pardo,Estadual,2.8
São Gabriel do Oeste,Pública,3.7
São Gabriel do Oeste,Estadual,3.7
Sete Quedas,Pública,4
Sete Quedas,Estadual,4
Selvíria,Municipal,3.6
Selvíria,Pública,3.3
Selvíria,Estadual,3.2
Sidrolândia,Pública,3.4
Sidrolândia,Estadual,3.4
Sonora,Pública,3.6
Sonora,Estadual,3.6
Tacuru,Pública,2.5
Tacuru,Estadual,2.5
Taquarussu,Pública,4.6
Taquarussu,Estadual,4.6
Terenos,Pública,3.3
Terenos,Estadual,3.3
Três Lagoas,Pública,3.7
Três Lagoas,Estadual,3.7
Vicentina,Pública,3.5
Vicentina,Estadual,3.5
Acorizal,Pública,2.7
Acorizal,Estadual,2.7
Água Boa,Pública,3.7
Água Boa,Estadual,3.7
Alta Floresta,Estadual,3.4
Alta Floresta,Pública,3.7
Alta Floresta,Federal,5.8
Alto Araguaia,Pública,3.1
Alto Araguaia,Estadual,3.1
Alto Boa Vista,Pública,2.9
Alto Boa Vista,Estadual,2.9
Alto Garças,Pública,2.6
Alto Garças,Estadual,2.6
Alto Paraguai,Pública,2.7
Alto Paraguai,Estadual,2.7
Alto Taquari,Pública,2.5
Alto Taquari,Estadual,2.5
Apiacás,Pública,3.6
Apiacás,Estadual,3.6
Araguaiana,Pública,3.5
Araguaiana,Estadual,3.5
Araguainha,Pública,3
Araguainha,Estadual,3
Araputanga,Pública,3.4
Araputanga,Estadual,3.4
Arenápolis,Pública,3
Arenápolis,Estadual,3
Aripuanã,Pública,-
Aripuanã,Estadual,-
Barão de Melgaço,Pública,2.5
Barão de Melgaço,Estadual,2.5
Barra do Bugres,Pública,2.7
Barra do Bugres,Estadual,2.7
Barra do Garças,Estadual,3.1
Barra do Garças,Pública,3.4
Barra do Garças,Federal,5.3
Bom Jesus do Araguaia,Pública,-
Bom Jesus do Araguaia,Estadual,-
Brasnorte,Pública,-
Brasnorte,Estadual,-
Cáceres,Estadual,2.9
Cáceres,Pública,3
Cáceres,Federal,4.1
Campinápolis,Pública,-
Campinápolis,Estadual,-
Campo Novo do Parecis,Estadual,-
Campo Novo do Parecis,Pública,-
Campo Novo do Parecis,Federal,5.2
Campo Verde,Estadual,3.4
Campo Verde,Pública,3.5
Campo Verde,Federal,4.1
Campos de Júlio,Pública,3.7
Campos de Júlio,Estadual,3.7
Canabrava do Norte,Pública,2.8
Canabrava do Norte,Estadual,2.8
Canarana,Pública,3.1
Canarana,Estadual,3.1
Carlinda,Pública,3.1
Carlinda,Estadual,3.1
Castanheira,Pública,2.9
Castanheira,Estadual,2.9
Chapada dos Guimarães,Pública,3.2
Chapada dos Guimarães,Estadual,3.2
Cláudia,Pública,3.3
Cláudia,Estadual,3.3
Cocalinho,Pública,1.8
Cocalinho,Estadual,1.8
Colíder,Pública,3.9
Colíder,Estadual,3.9
Colniza,Pública,2.4
Colniza,Estadual,2.4
Comodoro,Pública,3.4
Comodoro,Estadual,3.4
Confresa,Estadual,2.7
Confresa,Pública,3.1
Confresa,Federal,4.3
Conquista D'Oeste,Pública,3.4
Conquista D'Oeste,Estadual,3.4
Cotriguaçu,Pública,3.3
Cotriguaçu,Estadual,3.3
Cuiabá,Estadual,2.7
Cuiabá,Pública,3
Cuiabá,Federal,-
Curvelândia,Pública,2.9
Curvelândia,Estadual,2.9
Denise,Pública,3.5
Denise,Estadual,3.5
Diamantino,Pública,3.2
Diamantino,Estadual,2.9
Dom Aquino,Pública,3.1
Dom Aquino,Estadual,3.1
Feliz Natal,Pública,2.9
Feliz Natal,Estadual,2.9
Figueirópolis D'Oeste,Pública,4.3
Figueirópolis D'Oeste,Estadual,4.3
Gaúcha do Norte,Pública,2.5
Gaúcha do Norte,Estadual,2.5
General Carneiro,Pública,-
General Carneiro,Estadual,-
Glória D'Oeste,Pública,4.1
Glória D'Oeste,Estadual,4.1
Guarantã do Norte,Pública,3.2
Guarantã do Norte,Estadual,2.9
Guiratinga,Pública,2.8
Guiratinga,Estadual,2.8
Indiavaí,Pública,4.4
Indiavaí,Estadual,4.4
Ipiranga do Norte,Pública,3.7
Ipiranga do Norte,Estadual,3.7
Itanhangá,Pública,3.7
Itanhangá,Estadual,3.7
Itaúba,Pública,2.7
Itaúba,Estadual,2.7
Itiquira,Pública,2.4
Itiquira,Estadual,2.4
Jaciara,Pública,3.3
Jaciara,Estadual,3.3
Jangada,Pública,3.1
Jangada,Estadual,3.1
Jauru,Pública,3.1
Jauru,Estadual,3.1
Juara,Pública,3.4
Juara,Estadual,3.4
Juína,Estadual,3.3
Juína,Pública,3.7
Juína,Federal,4.8
Juruena,Pública,2.7
Juruena,Estadual,2.7
Juscimeira,Pública,2.9
Juscimeira,Estadual,2.9
Lambari D'Oeste,Pública,2.6
Lambari D'Oeste,Estadual,2.6
Lucas do Rio Verde,Pública,3.3
Lucas do Rio Verde,Estadual,3.3
Luciara,Pública,2.7
Luciara,Estadual,2.7
Vila Bela da Santíssima Trindade,Pública,-
Vila Bela da Santíssima Trindade,Estadual,-
Marcelândia,Pública,3
Marcelândia,Estadual,3
Matupá,Pública,2.8
Matupá,Estadual,2.8
Mirassol d'Oeste,Pública,2.7
Mirassol d'Oeste,Estadual,2.7
Nobres,Pública,-
Nobres,Estadual,-
Nortelândia,Pública,2.9
Nortelândia,Estadual,2.9
Nossa Senhora do Livramento,Pública,3
Nossa Senhora do Livramento,Estadual,3
Nova Bandeirantes,Pública,3.5
Nova Bandeirantes,Estadual,3.5
Nova Lacerda,Pública,4.2
Nova Lacerda,Estadual,4.2
Nova Santa Helena,Pública,3.9
Nova Santa Helena,Estadual,3.9
Nova Brasilândia,Pública,2
Nova Brasilândia,Estadual,2
Nova Canaã do Norte,Pública,3.7
Nova Canaã do Norte,Estadual,3.7
Nova Mutum,Pública,3.4
Nova Mutum,Estadual,3.4
Nova Olímpia,Pública,3.1
Nova Olímpia,Estadual,3.1
Nova Ubiratã,Pública,2.6
Nova Ubiratã,Estadual,2.6
Nova Xavantina,Pública,3.2
Nova Xavantina,Estadual,3.2
Novo Mundo,Pública,3.5
Novo Mundo,Estadual,3.5
Novo Horizonte do Norte,Pública,2.9
Novo Horizonte do Norte,Estadual,2.9
Novo São Joaquim,Pública,-
Novo São Joaquim,Estadual,-
Paranaíta,Pública,3.5
Paranaíta,Estadual,3.5
Paranatinga,Pública,3.3
Paranatinga,Estadual,3.3
Novo Santo Antônio,Pública,3.7
Novo Santo Antônio,Estadual,3.7
Pedra Preta,Pública,3
Pedra Preta,Estadual,3
Peixoto de Azevedo,Pública,3.1
Peixoto de Azevedo,Estadual,3.1
Planalto da Serra,Pública,2.8
Planalto da Serra,Estadual,2.8
Poconé,Pública,2.9
Poconé,Estadual,2.9
Pontal do Araguaia,Pública,2.6
Pontal do Araguaia,Estadual,2.6
Ponte Branca,Pública,3.7
Ponte Branca,Estadual,3.7
Pontes e Lacerda,Estadual,3.3
Pontes e Lacerda,Pública,3.6
Pontes e Lacerda,Federal,4.8
Porto Alegre do Norte,Pública,2.4
Porto Alegre do Norte,Estadual,2.4
Porto dos Gaúchos,Pública,3.7
Porto dos Gaúchos,Estadual,3.7
Porto Esperidião,Pública,3.2
Porto Esperidião,Estadual,3.2
Porto Estrela,Pública,3.1
Porto Estrela,Estadual,3.1
Poxoréu,Pública,2.8
Poxoréu,Estadual,2.8
Primavera do Leste,Estadual,2.4
Primavera do Leste,Pública,2.9
Primavera do Leste,Federal,5.4
Querência,Pública,3.5
Querência,Estadual,3.5
São José dos Quatro Marcos,Pública,3.5
São José dos Quatro Marcos,Estadual,3.5
Ribeirãozinho,Pública,3
Ribeirãozinho,Estadual,3
Rio Branco,Pública,3.5
Rio Branco,Estadual,3.5
Santa Carmem,Pública,4
Santa Carmem,Estadual,4
Santo Afonso,Pública,3.4
Santo Afonso,Estadual,3.4
São José do Povo,Pública,3.6
São José do Povo,Estadual,3.6
São José do Rio Claro,Pública,3.4
São José do Rio Claro,Estadual,3.4
São José do Xingu,Pública,3
São José do Xingu,Estadual,3
São Pedro da Cipa,Pública,3
São Pedro da Cipa,Estadual,3
Rondolândia,Pública,2.5
Rondolândia,Estadual,2.5
Rondonópolis,Estadual,3
Rondonópolis,Pública,3.2
Rondonópolis,Federal,5.6
Rosário Oeste,Pública,2.7
Rosário Oeste,Estadual,2.7
Salto do Céu,Pública,3.2
Salto do Céu,Estadual,3.2
Santa Rita do Trivelato,Pública,3.7
Santa Rita do Trivelato,Estadual,3.7
Santa Terezinha,Pública,-
Santa Terezinha,Estadual,-
Santo Antônio do Leverger,Pública,2.5
Santo Antônio do Leverger,Estadual,2.5
São Félix do Araguaia,Pública,3
São Félix do Araguaia,Estadual,3
Sapezal,Pública,3.4
Sapezal,Estadual,3.4
Serra Nova Dourada,Pública,3.3
Serra Nova Dourada,Estadual,3.3
Sinop,Pública,3.1
Sinop,Estadual,3.1
Sorriso,Estadual,3
Sorriso,Pública,3.2
Sorriso,Federal,5.2
Tabaporã,Pública,3.2
Tabaporã,Estadual,3.2
Tangará da Serra,Estadual,3.3
Tangará da Serra,Pública,3.5
Tangará da Serra,Federal,5.2
Tapurah,Pública,3.3
Tapurah,Estadual,3.3
Terra Nova do Norte,Pública,3.6
Terra Nova do Norte,Estadual,3.6
Tesouro,Pública,4.2
Tesouro,Estadual,4.2
Torixoréu,Pública,2.7
Torixoréu,Estadual,2.7
União do Sul,Pública,2.6
União do Sul,Estadual,2.6
Vale de São Domingos,Pública,3
Vale de São Domingos,Estadual,3
Várzea Grande,Estadual,2.7
Várzea Grande,Pública,2.7
Várzea Grande,Federal,5.6
Vera,Pública,2.9
Vera,Estadual,2.9
Vila Rica,Pública,3.3
Vila Rica,Estadual,3.3
Nova Guarita,Pública,3.8
Nova Guarita,Estadual,3.8
Nova Marilândia,Pública,3.1
Nova Marilândia,Estadual,3.1
Nova Maringá,Pública,2.7
Nova Maringá,Estadual,2.7
Nova Monte Verde,Pública,4
Nova Monte Verde,Estadual,4
Abadia de Goiás,Pública,4
Abadia de Goiás,Estadual,4
Abadiânia,Pública,4.1
Abadiânia,Estadual,4.1
Acreúna,Pública,4.4
Acreúna,Estadual,4.4
Adelândia,Pública,4.3
Adelândia,Estadual,4.3
Água Fria de Goiás,Pública,4.5
Água Fria de Goiás,Estadual,4.5
Água Limpa,Pública,4.5
Água Limpa,Estadual,4.5
Águas Lindas de Goiás,Estadual,3.7
Águas Lindas de Goiás,Pública,3.8
Águas Lindas de Goiás,Federal,-
Alexânia,Pública,4
Alexânia,Estadual,4
Aloândia,Pública,5.1
Aloândia,Estadual,5.1
Alto Horizonte,Pública,4.1
Alto Horizonte,Estadual,4.1
Alto Paraíso de Goiás,Pública,3.5
Alto Paraíso de Goiás,Estadual,3.5
Alvorada do Norte,Pública,3.9
Alvorada do Norte,Estadual,3.9
Amaralina,Pública,3.7
Amaralina,Estadual,3.7
Americano do Brasil,Pública,4.3
Americano do Brasil,Estadual,4.3
Amorinópolis,Pública,3.7
Amorinópolis,Estadual,3.7
Anápolis,Estadual,4.5
Anápolis,Pública,4.5
Anápolis,Federal,5.4
Anhanguera,Pública,4.7
Anhanguera,Estadual,4.7
Anicuns,Pública,4.1
Anicuns,Estadual,4.1
Aparecida de Goiânia,Estadual,3.6
Aparecida de Goiânia,Pública,3.6
Aparecida de Goiânia,Federal,5.7
Aparecida do Rio Doce,Pública,4.2
Aparecida do Rio Doce,Estadual,4.2
Aporé,Pública,4.5
Aporé,Estadual,4.5
Araçu,Pública,4.5
Araçu,Estadual,4.5
Aragarças,Pública,3.8
Aragarças,Estadual,3.8
Aragoiânia,Pública,3.2
Aragoiânia,Estadual,3.2
Araguapaz,Pública,4.2
Araguapaz,Estadual,4.2
Arenópolis,Pública,4.1
Arenópolis,Estadual,4.1
Aruanã,Pública,4.1
Aruanã,Estadual,4.1
Aurilândia,Pública,4
Aurilândia,Estadual,4
Avelinópolis,Pública,4.5
Avelinópolis,Estadual,4.5
Baliza,Pública,4.2
Baliza,Estadual,4.2
Barro Alto,Pública,4.4
Barro Alto,Estadual,4.4
Bela Vista de Goiás,Pública,4.8
Bela Vista de Goiás,Estadual,4.8
Bom Jardim de Goiás,Pública,4.1
Bom Jardim de Goiás,Estadual,4.1
Bom Jesus de Goiás,Pública,4.6
Bom Jesus de Goiás,Estadual,4.6
Bonfinópolis,Pública,4
Bonfinópolis,Estadual,4
Bonópolis,Pública,3.3
Bonópolis,Estadual,3.3
Brazabrantes,Pública,3.9
Brazabrantes,Estadual,3.9
Britânia,Pública,4
Britânia,Estadual,4
Buriti Alegre,Pública,4.3
Buriti Alegre,Estadual,4.3
Buriti de Goiás,Pública,4.9
Buriti de Goiás,Estadual,4.9
Buritinópolis,Pública,4.5
Buritinópolis,Estadual,4.5
Cabeceiras,Pública,3.8
Cabeceiras,Estadual,3.8
Cachoeira Alta,Pública,3.8
Cachoeira Alta,Estadual,3.8
Cachoeira de Goiás,Pública,5.1
Cachoeira de Goiás,Estadual,5.1
Cachoeira Dourada,Pública,4.3
Cachoeira Dourada,Estadual,4.3
Caçu,Pública,4.5
Caçu,Estadual,4.5
Caiapônia,Pública,4.2
Caiapônia,Estadual,4.2
Caldas Novas,Pública,4.6
Caldas Novas,Estadual,4.6
Caldazinha,Pública,4.7
Caldazinha,Estadual,4.7
Campestre de Goiás,Pública,4.5
Campestre de Goiás,Estadual,4.5
Campinaçu,Pública,3.8
Campinaçu,Estadual,3.8
Campinorte,Pública,4.3
Campinorte,Estadual,4.3
Campo Alegre de Goiás,Pública,4.1
Campo Alegre de Goiás,Estadual,4.1
Campo Limpo de Goiás,Pública,4.3
Campo Limpo de Goiás,Estadual,4.3
Campos Belos,Pública,4.2
Campos Belos,Estadual,4.2
Campos Verdes,Pública,3.7
Campos Verdes,Estadual,3.7
Carmo do Rio Verde,Pública,4.1
Carmo do Rio Verde,Estadual,4.1
Castelândia,Pública,3.8
Castelândia,Estadual,3.8
Catalão,Estadual,4.2
Catalão,Pública,4.3
Catalão,Federal,5.3
Caturaí,Pública,4
Caturaí,Estadual,4
Cavalcante,Pública,3.2
Cavalcante,Estadual,3.2
Ceres,Estadual,4.6
Ceres,Pública,4.9
Ceres,Federal,5.2
Cezarina,Pública,3.6
Cezarina,Estadual,3.6
Chapadão do Céu,Pública,4.3
Chapadão do Céu,Estadual,4.3
Cidade Ocidental,Pública,3.9
Cidade Ocidental,Estadual,3.9
Cocalzinho de Goiás,Pública,4.2
Cocalzinho de Goiás,Estadual,4.2
Colinas do Sul,Pública,3.9
Colinas do Sul,Estadual,3.9
Córrego do Ouro,Pública,5.5
Córrego do Ouro,Estadual,5.5
Corumbá de Goiás,Pública,4.5
Corumbá de Goiás,Estadual,4.5
Corumbaíba,Pública,4.1
Corumbaíba,Estadual,4.1
Cristalina,Estadual,4.4
Cristalina,Pública,4.5
Cristalina,Federal,4.5
Cristianópolis,Pública,5.1
Cristianópolis,Estadual,5.1
Crixás,Pública,4.5
Crixás,Estadual,4.5
Cromínia,Pública,4.2
Cromínia,Estadual,4.2
Cumari,Pública,4.7
Cumari,Estadual,4.7
Damianópolis,Pública,4.5
Damianópolis,Estadual,4.5
Damolândia,Pública,4.6
Damolândia,Estadual,4.6
Davinópolis,Pública,4.7
Davinópolis,Estadual,4.7
Diorama,Pública,4.7
Diorama,Estadual,4.7
Doverlândia,Pública,4.6
Doverlândia,Estadual,4.6
Edealina,Pública,4.1
Edealina,Estadual,4.1
Edéia,Pública,3.9
Edéia,Estadual,3.9
Estrela do Norte,Pública,3.9
Estrela do Norte,Estadual,3.9
Faina,Pública,4
Faina,Estadual,4
Fazenda Nova,Pública,4.7
Fazenda Nova,Estadual,4.7
Firminópolis,Pública,3.8
Firminópolis,Estadual,3.8
Flores de Goiás,Pública,3.6
Flores de Goiás,Estadual,3.6
Formosa,Pública,4
Formosa,Estadual,4
Formoso,Pública,4.5
Formoso,Estadual,4.5
Gameleira de Goiás,Pública,5.1
Gameleira de Goiás,Estadual,5.1
Divinópolis de Goiás,Pública,3.8
Divinópolis de Goiás,Estadual,3.8
Goianápolis,Pública,4.5
Goianápolis,Estadual,4.5
Goiandira,Pública,4.2
Goiandira,Estadual,4.2
Goianésia,Pública,4.6
Goianésia,Estadual,4.6
Goiânia,Estadual,4.5
Goiânia,Pública,4.4
Goiânia,Federal,5.5
Goianira,Pública,4.2
Goianira,Estadual,4.2
Goiás,Estadual,4.7
Goiás,Pública,4.7
Goiás,Federal,4.7
Goiatuba,Municipal,3.2
Goiatuba,Pública,4.1
Goiatuba,Estadual,4.1
Gouvelândia,Pública,4.2
Gouvelândia,Estadual,4.2
Guapó,Pública,4.3
Guapó,Estadual,4.3
Guaraíta,Pública,4.8
Guaraíta,Estadual,4.8
Guarani de Goiás,Pública,3.8
Guarani de Goiás,Estadual,3.8
Guarinos,Pública,4.4
Guarinos,Estadual,4.4
Heitoraí,Pública,4.2
Heitoraí,Estadual,4.2
Hidrolândia,Estadual,3.9
Hidrolândia,Pública,4
Hidrolândia,Federal,4.6
Hidrolina,Pública,4
Hidrolina,Estadual,4
Iaciara,Pública,3.9
Iaciara,Estadual,3.9
Inaciolândia,Pública,4.3
Inaciolândia,Estadual,4.3
Indiara,Pública,4
Indiara,Estadual,4
Inhumas,Estadual,4.8
Inhumas,Pública,4.9
Inhumas,Federal,5.4
Ipameri,Estadual,3.8
Ipameri,Pública,4.1
Ipameri,Federal,5.4
Ipiranga de Goiás,Pública,4.6
Ipiranga de Goiás,Estadual,4.6
Iporá,Estadual,3.9
Iporá,Pública,4.2
Iporá,Federal,5.2
Israelândia,Pública,4.6
Israelândia,Estadual,4.6
Itaberaí,Pública,4.4
Itaberaí,Estadual,4.4
Itaguari,Pública,4.3
Itaguari,Estadual,4.3
Itaguaru,Pública,4.1
Itaguaru,Estadual,4.1
Itajá,Pública,4
Itajá,Estadual,4
Itapaci,Pública,3.9
Itapaci,Estadual,3.9
Itapirapuã,Pública,4
Itapirapuã,Estadual,4
Itapuranga,Pública,4.2
Itapuranga,Estadual,4.2
Itarumã,Pública,3.9
Itarumã,Estadual,3.9
Itauçu,Pública,4.1
Itauçu,Estadual,4.1
Itumbiara,Estadual,4.6
