MUNICIPIO,REDE,IDEB_2017
São Carlos,Estadual,2.6
São Cristóvão do Sul,Pública,3.2
São Cristóvão do Sul,Estadual,3.2
São Domingos,Pública,3
São Domingos,Estadual,3
São Francisco do Sul,Estadual,2.8
São Francisco do Sul,Pública,3.1
São Francisco do Sul,Federal,5
São João Batista,Pública,3.7
São João Batista,Estadual,3.7
São João do Sul,Pública,3.2
São João do Sul,Estadual,3.2
São Joaquim,Pública,-
São Joaquim,Estadual,-
São José,Estadual,3.8
São José,Municipal,2.9
São José,Pública,4
São José,Federal,-
São José do Cedro,Pública,4.4
São José do Cedro,Estadual,4.4
São José do Cerrito,Pública,3.4
São José do Cerrito,Estadual,3.4
São Lourenço do Oeste,Pública,3.4
São Lourenço do Oeste,Estadual,3.4
São Ludgero,Pública,3.6
São Ludgero,Estadual,3.6
São Miguel do Oeste,Estadual,3.5
São Miguel do Oeste,Pública,4.2
São Miguel do Oeste,Federal,5.9
São Pedro de Alcântara,Pública,3.7
São Pedro de Alcântara,Estadual,3.7
Saudades,Pública,4.6
Saudades,Estadual,4.6
Schroeder,Pública,4
Schroeder,Estadual,4
Seara,Pública,4
Seara,Estadual,4
Serra Alta,Pública,4
Serra Alta,Estadual,4
Siderópolis,Pública,3.3
Siderópolis,Estadual,3.3
Sombrio,Estadual,3.2
Sombrio,Pública,3.8
Sombrio,Federal,-
Sul Brasil,Pública,4.2
Sul Brasil,Estadual,4.2
Taió,Pública,3
Taió,Estadual,3
Tigrinhos,Pública,3.7
Tigrinhos,Estadual,3.7
Tijucas,Pública,2.8
Tijucas,Estadual,2.8
Timbó,Pública,3.6
Timbó,Estadual,3.6
Timbó Grande,Pública,3.4
Timbó Grande,Estadual,3.4
Três Barras,Pública,3.5
Três Barras,Estadual,3.5
Treviso,Pública,4
Treviso,Estadual,4
Treze de Maio,Pública,3.2
Treze de Maio,Estadual,3.2
Treze Tílias,Pública,3.9
Treze Tílias,Estadual,3.9
Trombudo Central,Pública,2.8
Trombudo Central,Estadual,2.8
Tubarão,Pública,3.2
Tubarão,Estadual,3.2
Tunápolis,Pública,3.5
Tunápolis,Estadual,3.5
Turvo,Pública,-
Turvo,Estadual,-
União do Oeste,Pública,3.9
União do Oeste,Estadual,3.9
Urubici,Pública,2.6
Urubici,Estadual,2.6
Urussanga,Pública,3.8
Urussanga,Estadual,3.8
Videira,Estadual,3.4
Videira,Pública,4
Videira,Federal,5.8
Xanxerê,Pública,-
Xanxerê,Estadual,-
Xaxim,Pública,3.5
Xaxim,Estadual,3.5
Aceguá,Pública,3.1
Aceguá,Estadual,3.1
Água Santa,Pública,4
Água Santa,Estadual,4
Agudo,Pública,3.7
Agudo,Estadual,3.7
Ajuricaba,Pública,3.4
Ajuricaba,Estadual,3.4
Alecrim,Pública,4.1
Alecrim,Estadual,4.1
Alegrete,Estadual,3.3
Alegrete,Municipal,3.2
Alegrete,Pública,3.3
Alegrete,Federal,3.5
Alegria,Pública,3.3
Alegria,Estadual,3.3
Alpestre,Pública,3.8
Alpestre,Estadual,3.8
Alto Alegre,Pública,4.6
Alto Alegre,Estadual,4.6
Alto Feliz,Pública,4.1
Alto Feliz,Estadual,4.1
Alvorada,Pública,2.6
Alvorada,Estadual,2.6
Amaral Ferrador,Pública,2.3
Amaral Ferrador,Estadual,2.3
Ametista do Sul,Estadual,3.4
Ametista do Sul,Pública,3.4
André da Rocha,Pública,4.4
André da Rocha,Estadual,4.4
Anta Gorda,Pública,3.8
Anta Gorda,Estadual,3.8
Antônio Prado,Pública,3.8
Antônio Prado,Estadual,3.8
Arambaré,Pública,1.9
Arambaré,Estadual,1.9
Araricá,Pública,2.4
Araricá,Estadual,2.4
Aratiba,Pública,4.3
Aratiba,Estadual,4.3
Arroio do Meio,Pública,3.9
Arroio do Meio,Estadual,3.9
Arroio do Sal,Pública,3.1
Arroio do Sal,Estadual,3.1
Arroio dos Ratos,Pública,2.8
Arroio dos Ratos,Estadual,2.8
Arroio do Tigre,Pública,3.4
Arroio do Tigre,Estadual,3.4
Arroio Grande,Pública,-
Arroio Grande,Estadual,-
Arvorezinha,Pública,3.7
Arvorezinha,Estadual,3.7
Augusto Pestana,Pública,3.3
Augusto Pestana,Estadual,3.3
Áurea,Pública,4.7
Áurea,Estadual,4.7
Bagé,Estadual,3.2
Bagé,Pública,3.3
Bagé,Federal,5.2
Balneário Pinhal,Pública,2.3
Balneário Pinhal,Estadual,2.3
Barão,Pública,5
Barão,Estadual,5
Barão de Cotegipe,Pública,4
Barão de Cotegipe,Estadual,4
Barão do Triunfo,Pública,3.2
Barão do Triunfo,Estadual,3.2
Barracão,Pública,3.4
Barracão,Estadual,3.4
Barra do Quaraí,Pública,2.6
Barra do Quaraí,Estadual,2.6
Barra do Ribeiro,Pública,3.1
Barra do Ribeiro,Estadual,3.1
Barra do Rio Azul,Pública,4.7
Barra do Rio Azul,Estadual,4.7
Barra Funda,Pública,3.5
Barra Funda,Estadual,3.5
Barros Cassal,Pública,3
Barros Cassal,Estadual,3
Benjamin Constant do Sul,Pública,-
Benjamin Constant do Sul,Estadual,-
Bento Gonçalves,Estadual,3
Bento Gonçalves,Municipal,4.9
Bento Gonçalves,Pública,3.7
Bento Gonçalves,Federal,5.8
Boa Vista das Missões,Pública,4.4
Boa Vista das Missões,Estadual,4.4
Boa Vista do Buricá,Pública,3.5
Boa Vista do Buricá,Estadual,3.5
Boa Vista do Cadeado,Pública,2
Boa Vista do Cadeado,Estadual,2
Boa Vista do Incra,Pública,3.7
Boa Vista do Incra,Estadual,3.7
Boa Vista do Sul,Pública,4.7
Boa Vista do Sul,Estadual,4.7
Bom Jesus,Pública,3.1
Bom Jesus,Estadual,3.1
Bom Princípio,Pública,4.3
Bom Princípio,Estadual,4.3
Bom Progresso,Pública,3.3
Bom Progresso,Estadual,3.3
Bom Retiro do Sul,Pública,3.2
Bom Retiro do Sul,Estadual,3.2
Boqueirão do Leão,Pública,3.6
Boqueirão do Leão,Estadual,3.6
Bossoroca,Municipal,4.3
Bossoroca,Pública,3.4
Bossoroca,Estadual,3.3
Bozano,Pública,4.4
Bozano,Estadual,4.4
Braga,Pública,3.4
Braga,Estadual,3.4
Brochier,Pública,3.6
Brochier,Estadual,3.6
Butiá,Pública,-
Butiá,Estadual,-
Caçapava do Sul,Pública,-
Caçapava do Sul,Estadual,-
Cacequi,Pública,3
Cacequi,Estadual,3
Cachoeira do Sul,Pública,-
Cachoeira do Sul,Estadual,-
Cachoeirinha,Pública,-
Cachoeirinha,Estadual,-
Cacique Doble,Pública,3.2
Cacique Doble,Estadual,3.2
Caibaté,Pública,3.4
Caibaté,Estadual,3.4
Caiçara,Pública,4.8
Caiçara,Estadual,4.8
Camaquã,Estadual,3
Camaquã,Pública,3.2
Camaquã,Federal,-
Camargo,Pública,4
Camargo,Estadual,4
Cambará do Sul,Pública,3.4
Cambará do Sul,Estadual,3.4
Campestre da Serra,Pública,3.6
Campestre da Serra,Estadual,3.6
Campina das Missões,Pública,3.6
Campina das Missões,Estadual,3.6
Campinas do Sul,Pública,3.8
Campinas do Sul,Estadual,3.8
Campo Bom,Estadual,2.7
Campo Bom,Pública,2.7
Campo Novo,Pública,3.1
Campo Novo,Estadual,3.1
Campos Borges,Pública,4
Campos Borges,Estadual,4
Candelária,Pública,3.2
Candelária,Estadual,3.2
Cândido Godói,Pública,4.7
Cândido Godói,Estadual,4.7
Candiota,Pública,3
Candiota,Estadual,3
Canela,Pública,3.4
Canela,Estadual,3.4
Canguçu,Pública,3.8
Canguçu,Estadual,3.8
Canoas,Estadual,2.7
Canoas,Pública,3.1
Canoas,Federal,6.4
Canudos do Vale,Pública,3.5
Canudos do Vale,Estadual,3.5
Capão da Canoa,Pública,2.9
Capão da Canoa,Estadual,2.9
Capão do Cipó,Pública,2.3
Capão do Cipó,Estadual,2.3
Capivari do Sul,Pública,3.6
Capivari do Sul,Estadual,3.6
Capela de Santana,Pública,2.8
Capela de Santana,Estadual,2.8
Capitão,Pública,4.2
Capitão,Estadual,4.2
Carazinho,Pública,3.5
Carazinho,Estadual,3.5
Caraá,Pública,3
Caraá,Estadual,3
Carlos Barbosa,Pública,4.3
Carlos Barbosa,Estadual,4.3
Casca,Pública,4.4
Casca,Estadual,4.4
Caseiros,Pública,5
Caseiros,Estadual,5
Catuípe,Pública,2.9
Catuípe,Estadual,2.9
Caxias do Sul,Estadual,3.4
Caxias do Sul,Pública,3.6
Caxias do Sul,Federal,6
Centenário,Pública,3.9
Centenário,Estadual,3.9
Cerrito,Pública,2.7
Cerrito,Estadual,2.7
Cerro Branco,Pública,3.7
Cerro Branco,Estadual,3.7
Cerro Grande do Sul,Pública,3.3
Cerro Grande do Sul,Estadual,3.3
Cerro Largo,Pública,2.6
Cerro Largo,Estadual,2.6
Chapada,Pública,4
Chapada,Estadual,4
Charqueadas,Estadual,-
Charqueadas,Pública,-
Charqueadas,Federal,-
Chiapetta,Pública,3.1
Chiapetta,Estadual,3.1
Chuvisca,Pública,4
Chuvisca,Estadual,4
Cidreira,Pública,3.3
Cidreira,Estadual,3.3
Ciríaco,Pública,3.9
Ciríaco,Estadual,3.9
Colinas,Pública,4.3
Colinas,Estadual,4.3
Colorado,Pública,3.8
Colorado,Estadual,3.8
Condor,Pública,3
Condor,Estadual,3
Constantina,Pública,4
Constantina,Estadual,4
Coqueiro Baixo,Pública,4.1
Coqueiro Baixo,Estadual,4.1
Coqueiros do Sul,Pública,4.3
Coqueiros do Sul,Estadual,4.3
Coronel Bicaco,Pública,2.7
Coronel Bicaco,Estadual,2.7
Coronel Pilar,Pública,5.4
Coronel Pilar,Estadual,5.4
Cotiporã,Pública,4.6
Cotiporã,Estadual,4.6
Coxilha,Pública,3.5
Coxilha,Estadual,3.5
Crissiumal,Pública,4.1
Crissiumal,Estadual,4.1
Cristal,Pública,3.4
Cristal,Estadual,3.4
Cristal do Sul,Pública,3.8
Cristal do Sul,Estadual,3.8
Cruz Alta,Pública,-
Cruz Alta,Estadual,-
Cruzeiro do Sul,Pública,3.5
Cruzeiro do Sul,Estadual,3.5
David Canabarro,Pública,4.4
David Canabarro,Estadual,4.4
Derrubadas,Pública,3.9
Derrubadas,Estadual,3.9
Dezesseis de Novembro,Pública,2.4
Dezesseis de Novembro,Estadual,2.4
Dois Irmãos,Pública,4.2
Dois Irmãos,Estadual,4.2
Dois Irmãos das Missões,Pública,3.1
Dois Irmãos das Missões,Estadual,3.1
Dois Lajeados,Pública,5.7
Dois Lajeados,Estadual,5.7
Dom Feliciano,Pública,2.7
Dom Feliciano,Estadual,2.7
Dom Pedro de Alcântara,Pública,-
Dom Pedro de Alcântara,Estadual,-
Dom Pedrito,Pública,2.5
Dom Pedrito,Estadual,2.5
Doutor Maurício Cardoso,Pública,3.7
Doutor Maurício Cardoso,Estadual,3.7
Doutor Ricardo,Pública,4.1
Doutor Ricardo,Estadual,4.1
Eldorado do Sul,Pública,2.8
Eldorado do Sul,Estadual,2.8
Encantado,Pública,4
Encantado,Estadual,4
Encruzilhada do Sul,Pública,3.8
Encruzilhada do Sul,Estadual,3.8
Engenho Velho,Pública,3.1
Engenho Velho,Estadual,3.1
Entre-Ijuís,Pública,3.4
Entre-Ijuís,Estadual,3.4
Entre Rios do Sul,Pública,3.9
Entre Rios do Sul,Estadual,3.9
Erebango,Pública,3.6
Erebango,Estadual,3.6
Erechim,Pública,4.1
Erechim,Estadual,4.1
Ernestina,Pública,3.4
Ernestina,Estadual,3.4
Erval Grande,Pública,4.3
Erval Grande,Estadual,4.3
Erval Seco,Pública,3.2
Erval Seco,Estadual,3.2
Esmeralda,Pública,3.1
Esmeralda,Estadual,3.1
Esperança do Sul,Pública,3.1
Esperança do Sul,Estadual,3.1
Espumoso,Pública,4.2
Espumoso,Estadual,4.2
Estação,Pública,3.9
Estação,Estadual,3.9
Estância Velha,Pública,4
Estância Velha,Estadual,4
Esteio,Pública,3.2
Esteio,Estadual,3.2
Estrela,Pública,4.2
Estrela,Estadual,4.2
Estrela Velha,Pública,4.4
Estrela Velha,Estadual,4.4
Fagundes Varela,Pública,4.5
Fagundes Varela,Estadual,4.5
Farroupilha,Estadual,3.4
Farroupilha,Pública,3.8
Farroupilha,Federal,7
Faxinal do Soturno,Pública,3.7
Faxinal do Soturno,Estadual,3.7
Faxinalzinho,Pública,3.6
Faxinalzinho,Estadual,3.6
Fazenda Vilanova,Pública,3.4
Fazenda Vilanova,Estadual,3.4
Feliz,Estadual,4.5
Feliz,Pública,5
Feliz,Federal,6.6
Flores da Cunha,Pública,4.5
Flores da Cunha,Estadual,4.5
Floriano Peixoto,Pública,5.3
Floriano Peixoto,Estadual,5.3
Fontoura Xavier,Pública,2.4
Fontoura Xavier,Estadual,2.4
Formigueiro,Pública,2.5
Formigueiro,Estadual,2.5
Forquetinha,Pública,3.7
Forquetinha,Estadual,3.7
Fortaleza dos Valos,Pública,4.3
Fortaleza dos Valos,Estadual,4.3
Frederico Westphalen,Estadual,3.8
Frederico Westphalen,Pública,4.2
Frederico Westphalen,Federal,5.1
Garibaldi,Pública,3.4
Garibaldi,Estadual,3.4
Gaurama,Pública,3.9
Gaurama,Estadual,3.9
General Câmara,Pública,3.3
General Câmara,Estadual,3.3
Gentil,Pública,2.9
Gentil,Estadual,2.9
Getúlio Vargas,Pública,3.8
Getúlio Vargas,Estadual,3.8
Giruá,Pública,2.9
Giruá,Estadual,2.9
Glorinha,Pública,2.9
Glorinha,Estadual,2.9
Gramado,Pública,3.6
Gramado,Estadual,3.6
Gramado Xavier,Pública,3
Gramado Xavier,Estadual,3
Gravataí,Municipal,2.5
Gravataí,Pública,3
Gravataí,Estadual,3.1
Guaíba,Pública,-
Guaíba,Estadual,-
Guaporé,Pública,3.5
Guaporé,Estadual,3.5
Guarani das Missões,Pública,4
Guarani das Missões,Estadual,4
Harmonia,Pública,5.1
Harmonia,Estadual,5.1
Herveiras,Pública,3.2
Herveiras,Estadual,3.2
Horizontina,Pública,2.7
Horizontina,Estadual,2.7
Hulha Negra,Pública,2.3
Hulha Negra,Estadual,2.3
Humaitá,Pública,3.4
Humaitá,Estadual,3.4
Ibarama,Pública,3.8
Ibarama,Estadual,3.8
Ibiaçá,Pública,4.6
Ibiaçá,Estadual,4.6
Ibiraiaras,Pública,4.6
Ibiraiaras,Estadual,4.6
Ibirapuitã,Pública,4
Ibirapuitã,Estadual,4
Ibirubá,Estadual,3.2
Ibirubá,Pública,3.9
Ibirubá,Federal,5.4
Igrejinha,Pública,3.7
Igrejinha,Estadual,3.7
Ijuí,Pública,3.8
Ijuí,Estadual,3.8
Ilópolis,Pública,5
Ilópolis,Estadual,5
Imbé,Pública,3.3
Imbé,Estadual,3.3
Imigrante,Pública,4.7
Imigrante,Estadual,4.7
Independência,Pública,3.9
Independência,Estadual,3.9
Inhacorá,Estadual,3.1
Inhacorá,Pública,3.1
Ipê,Pública,4.7
Ipê,Estadual,4.7
Ipiranga do Sul,Pública,4.1
Ipiranga do Sul,Estadual,4.1
Iraí,Pública,3.7
Iraí,Estadual,3.7
Itaara,Pública,2.6
Itaara,Estadual,2.6
Itacurubi,Pública,3.6
Itacurubi,Estadual,3.6
Itapuca,Pública,4
Itapuca,Estadual,4
Itaqui,Pública,3.5
Itaqui,Estadual,3.5
Itati,Pública,4.2
Itati,Estadual,4.2
Itatiba do Sul,Pública,4.5
Itatiba do Sul,Estadual,4.5
Ivorá,Pública,4
Ivorá,Estadual,4
Ivoti,Pública,3.6
Ivoti,Estadual,3.6
Jaboticaba,Pública,3.9
Jaboticaba,Estadual,3.9
Jacuizinho,Pública,-
Jacuizinho,Estadual,-
Jacutinga,Pública,4.5
Jacutinga,Estadual,4.5
Jaguarão,Estadual,-
Jaguarão,Pública,-
Jaguarão,Federal,3
Jaguari,Pública,4.5
Jaguari,Estadual,4.3
Jaquirana,Pública,2.7
Jaquirana,Estadual,2.7
Jari,Pública,3.3
Jari,Estadual,3.3
Jóia,Pública,3.1
Jóia,Estadual,3.1
Júlio de Castilhos,Pública,-
Júlio de Castilhos,Estadual,-
Lagoa Bonita do Sul,Pública,4.5
Lagoa Bonita do Sul,Estadual,4.5
Lagoão,Pública,2.8
Lagoão,Estadual,2.8
Lagoa dos Três Cantos,Pública,5.3
Lagoa dos Três Cantos,Estadual,5.3
Lagoa Vermelha,Pública,-
Lagoa Vermelha,Estadual,-
Lajeado,Pública,-
Lajeado,Estadual,-
Lajeado do Bugre,Pública,2.9
Lajeado do Bugre,Estadual,2.9
Lavras do Sul,Pública,3.3
Lavras do Sul,Estadual,3.3
Liberato Salzano,Pública,3.6
Liberato Salzano,Estadual,3.6
Lindolfo Collor,Pública,3.9
Lindolfo Collor,Estadual,3.9
Linha Nova,Pública,4.9
Linha Nova,Estadual,4.9
Machadinho,Pública,3.9
Machadinho,Estadual,3.9
Maçambará,Pública,2.9
Maçambará,Estadual,3
Mampituba,Pública,4.2
Mampituba,Estadual,4.2
Manoel Viana,Pública,2.8
Manoel Viana,Estadual,2.8
Maquiné,Pública,3.5
Maquiné,Estadual,3.5
Maratá,Pública,4.4
Maratá,Estadual,4.4
Marau,Pública,3.2
Marau,Estadual,3.2
Marcelino Ramos,Pública,3.3
Marcelino Ramos,Estadual,3.3
Mariana Pimentel,Pública,3.6
Mariana Pimentel,Estadual,3.6
Mariano Moro,Pública,4.2
Mariano Moro,Estadual,4.2
Marques de Souza,Pública,4.4
Marques de Souza,Estadual,4.4
Mata,Pública,3.7
Mata,Estadual,3.7
Mato Castelhano,Pública,2.5
Mato Castelhano,Estadual,2.5
Mato Leitão,Pública,3.6
Mato Leitão,Estadual,3.6
Maximiliano de Almeida,Pública,3.9
Maximiliano de Almeida,Estadual,3.9
Minas do Leão,Pública,3.7
Minas do Leão,Estadual,3.7
Miraguaí,Pública,2.3
Miraguaí,Estadual,2.3
Montauri,Pública,4.5
Montauri,Estadual,4.5
Monte Alegre dos Campos,Pública,3.2
Monte Alegre dos Campos,Estadual,3.2
Monte Belo do Sul,Pública,4.2
Monte Belo do Sul,Estadual,4.2
Montenegro,Pública,3.6
Montenegro,Estadual,3.6
Mormaço,Pública,4.1
Mormaço,Estadual,4.1
Morrinhos do Sul,Pública,4.2
Morrinhos do Sul,Estadual,4.2
Morro Redondo,Pública,3.7
Morro Redondo,Estadual,3.7
Morro Reuter,Pública,4.5
Morro Reuter,Estadual,4.5
Mostardas,Pública,3.1
Mostardas,Estadual,3.1
Muçum,Pública,3.2
Muçum,Estadual,3.2
Muitos Capões,Pública,3.1
Muitos Capões,Estadual,3.1
Muliterno,Pública,4
Muliterno,Estadual,4
Não-Me-Toque,Pública,3
Não-Me-Toque,Estadual,3
Nicolau Vergueiro,Pública,3.3
Nicolau Vergueiro,Estadual,3.3
Nonoai,Pública,3
Nonoai,Estadual,3
Nova Alvorada,Pública,4
Nova Alvorada,Estadual,4
Nova Araçá,Pública,4
Nova Araçá,Estadual,4
Nova Bassano,Pública,3.6
Nova Bassano,Estadual,3.6
Nova Boa Vista,Pública,4.8
Nova Boa Vista,Estadual,4.8
Nova Bréscia,Pública,4
Nova Bréscia,Estadual,4
Nova Candelária,Pública,4.3
Nova Candelária,Estadual,4.3
Nova Esperança do Sul,Pública,-
Nova Esperança do Sul,Estadual,-
Nova Hartz,Pública,3.3
Nova Hartz,Estadual,3.3
Nova Pádua,Pública,4.6
Nova Pádua,Estadual,4.6
Nova Palma,Pública,4
Nova Palma,Estadual,4
Nova Petrópolis,Pública,4.2
Nova Petrópolis,Estadual,4.2
Nova Prata,Pública,3.7
Nova Prata,Estadual,3.7
Nova Ramada,Pública,4.6
Nova Ramada,Estadual,4.6
Nova Roma do Sul,Pública,4.8
Nova Roma do Sul,Estadual,4.8
Nova Santa Rita,Pública,3
Nova Santa Rita,Estadual,3
Novo Cabrais,Pública,3.1
Novo Cabrais,Estadual,3.1
Novo Hamburgo,Pública,-
Novo Hamburgo,Estadual,-
Novo Machado,Pública,3.9
Novo Machado,Estadual,3.9
Novo Tiradentes,Pública,3.5
Novo Tiradentes,Estadual,3.5
Novo Barreiro,Pública,3.3
Novo Barreiro,Estadual,3.3
Osório,Pública,3.9
Osório,Estadual,3.8
Paim Filho,Pública,3.4
Paim Filho,Estadual,3.4
Palmares do Sul,Pública,2
Palmares do Sul,Estadual,2
Palmeira das Missões,Pública,4.1
Palmeira das Missões,Estadual,4.1
Palmitinho,Pública,4.2
Palmitinho,Estadual,4.2
Panambi,Estadual,3.3
Panambi,Pública,3.8
Panambi,Federal,5.4
Pantano Grande,Pública,2.9
Pantano Grande,Estadual,2.9
Paraí,Pública,3.9
Paraí,Estadual,3.9
Paraíso do Sul,Pública,4
Paraíso do Sul,Estadual,4
Pareci Novo,Pública,3.9
Pareci Novo,Estadual,3.9
Parobé,Pública,3
Parobé,Estadual,3
Passa Sete,Pública,3.9
Passa Sete,Estadual,3.9
Passo do Sobrado,Pública,2.9
Passo do Sobrado,Estadual,2.9
Passo Fundo,Pública,3.6
Passo Fundo,Estadual,3.6
Paulo Bento,Pública,4.2
Paulo Bento,Estadual,4.2
Paverama,Pública,3.9
Paverama,Estadual,3.9
Pedro Osório,Pública,3.1
Pedro Osório,Estadual,3.1
Pejuçara,Pública,3.5
Pejuçara,Estadual,3.5
Pelotas,Estadual,-
Pelotas,Municipal,2.8
Pelotas,Pública,-
Pelotas,Federal,-
Picada Café,Pública,4.5
Picada Café,Estadual,4.5
Pinhal,Pública,3.1
Pinhal,Estadual,3.1
Pinhal da Serra,Pública,4.1
Pinhal da Serra,Estadual,4.1
Pinhal Grande,Pública,3.9
Pinhal Grande,Estadual,3.9
Pinheirinho do Vale,Pública,3.8
Pinheirinho do Vale,Estadual,3.8
Pinheiro Machado,Pública,2.8
Pinheiro Machado,Estadual,2.8
Pinto Bandeira,Pública,3.5
Pinto Bandeira,Estadual,3.5
Pirapó,Pública,2.9
Pirapó,Estadual,2.9
Piratini,Pública,2.5
Piratini,Estadual,2.5
Planalto,Pública,3.4
Planalto,Estadual,3.4
Poço das Antas,Pública,4.3
Poço das Antas,Estadual,4.3
Pontão,Estadual,3.8
Pontão,Pública,3.8
Pontão,Federal,4.4
Portão,Pública,3.4
Portão,Estadual,3.4
Porto Alegre,Estadual,-
Porto Alegre,Municipal,-
Porto Alegre,Pública,-
Porto Alegre,Federal,5.3
Porto Lucena,Pública,4.8
Porto Lucena,Estadual,4.8
Porto Mauá,Pública,4.7
Porto Mauá,Estadual,4.7
Porto Vera Cruz,Pública,4.6
Porto Vera Cruz,Estadual,4.6
Porto Xavier,Pública,4.3
Porto Xavier,Estadual,4.3
Progresso,Pública,3.8
Progresso,Estadual,3.8
Protásio Alves,Pública,4.5
Protásio Alves,Estadual,4.5
Putinga,Pública,4.2
Putinga,Estadual,4.2
Quaraí,Pública,2.5
Quaraí,Estadual,2.5
Quatro Irmãos,Pública,3
Quatro Irmãos,Estadual,3
Quevedos,Pública,3.8
Quevedos,Estadual,3.8
Quinze de Novembro,Pública,4.3
Quinze de Novembro,Estadual,4.3
Redentora,Pública,-
Redentora,Estadual,-
Relvado,Pública,4.5
Relvado,Estadual,4.5
Restinga Sêca,Pública,3.3
Restinga Sêca,Estadual,3.3
Rio dos Índios,Pública,3.4
Rio dos Índios,Estadual,3.4
Rio Grande,Pública,-
Rio Grande,Estadual,-
Rio Pardo,Pública,3.7
Rio Pardo,Estadual,3.7
Riozinho,Pública,4.4
Riozinho,Estadual,4.4
Roca Sales,Pública,3.2
Roca Sales,Estadual,3.2
Rodeio Bonito,Pública,4.1
Rodeio Bonito,Estadual,4.1
Rolador,Pública,3.5
Rolador,Estadual,3.5
Rolante,Pública,3.4
Rolante,Estadual,3.2
Ronda Alta,Pública,4.3
Ronda Alta,Estadual,4.3
Rondinha,Pública,4.4
Rondinha,Estadual,4.4
Roque Gonzales,Pública,3.3
Roque Gonzales,Estadual,3.3
Rosário do Sul,Pública,-
Rosário do Sul,Estadual,-
Sagrada Família,Pública,4
Sagrada Família,Estadual,4
Saldanha Marinho,Pública,2.5
Saldanha Marinho,Estadual,2.5
Salto do Jacuí,Pública,-
Salto do Jacuí,Estadual,-
Salvador das Missões,Pública,4.2
Salvador das Missões,Estadual,4.2
Salvador do Sul,Pública,4.1
Salvador do Sul,Estadual,4.1
Sananduva,Pública,4
Sananduva,Estadual,4
Santa Bárbara do Sul,Pública,2.9
Santa Bárbara do Sul,Estadual,2.9
Santa Cecília do Sul,Pública,3.5
Santa Cecília do Sul,Estadual,3.5
Santa Clara do Sul,Pública,4
Santa Clara do Sul,Estadual,4
Santa Cruz do Sul,Pública,3.8
Santa Cruz do Sul,Estadual,3.8
Santa Maria,Estadual,-
Santa Maria,Pública,-
Santa Maria,Federal,-
Santa Maria do Herval,Pública,4.6
Santa Maria do Herval,Estadual,4.6
Santana da Boa Vista,Pública,2
Santana da Boa Vista,Estadual,2
Sant'Ana do Livramento,Estadual,3.2
Sant'Ana do Livramento,Pública,3.4
Sant'Ana do Livramento,Federal,5.6
Santa Rosa,Estadual,3.3
Santa Rosa,Pública,3.5
Santa Rosa,Federal,6.7
Santa Tereza,Pública,5.1
Santa Tereza,Estadual,5.1
Santa Vitória do Palmar,Municipal,3.5
Santa Vitória do Palmar,Pública,-
Santa Vitória do Palmar,Estadual,-
Santiago,Pública,3.9
Santiago,Estadual,3.9
Santo Ângelo,Estadual,3.5
Santo Ângelo,Pública,3.6
Santo Ângelo,Federal,5.5
Santo Antônio do Palma,Pública,4.2
Santo Antônio do Palma,Estadual,4.2
Santo Antônio da Patrulha,Pública,2.9
Santo Antônio da Patrulha,Estadual,2.9
Santo Antônio das Missões,Pública,2.6
Santo Antônio das Missões,Estadual,2.6
Santo Antônio do Planalto,Pública,4.4
Santo Antônio do Planalto,Estadual,4.4
Santo Augusto,Pública,-
Santo Augusto,Estadual,3.5
Santo Cristo,Pública,4.8
Santo Cristo,Estadual,4.8
Santo Expedito do Sul,Pública,4
Santo Expedito do Sul,Estadual,4
São Borja,Estadual,3.3
São Borja,Pública,3.5
São Borja,Federal,5.1
São Domingos do Sul,Pública,5.4
São Domingos do Sul,Estadual,5.4
São Francisco de Assis,Pública,3.1
São Francisco de Assis,Estadual,3.1
São Francisco de Paula,Pública,3
São Francisco de Paula,Estadual,3
São Gabriel,Municipal,2.2
São Gabriel,Pública,2.7
São Gabriel,Estadual,2.7
São Jerônimo,Pública,-
São Jerônimo,Estadual,-
São João da Urtiga,Pública,4
São João da Urtiga,Estadual,4
São João do Polêsine,Pública,3.5
São João do Polêsine,Estadual,3.5
São Jorge,Pública,3.8
São Jorge,Estadual,3.8
São José das Missões,Pública,3.4
São José das Missões,Estadual,3.4
São José do Herval,Pública,2.8
São José do Herval,Estadual,2.8
São José do Hortêncio,Pública,4.7
São José do Hortêncio,Estadual,4.7
São José do Inhacorá,Pública,5.6
São José do Inhacorá,Estadual,5.6
São José do Ouro,Pública,4.7
São José do Ouro,Estadual,4.7
São José do Sul,Pública,4.2
São José do Sul,Estadual,4.2
São José dos Ausentes,Pública,3.5
São José dos Ausentes,Estadual,3.5
São Leopoldo,Pública,-
São Leopoldo,Estadual,-
São Lourenço do Sul,Pública,-
São Lourenço do Sul,Estadual,-
São Luiz Gonzaga,Pública,3.6
São Luiz Gonzaga,Estadual,3.6
São Marcos,Pública,-
São Marcos,Estadual,-
São Martinho,Pública,3.3
São Martinho,Estadual,3.3
São Miguel das Missões,Pública,3.2
São Miguel das Missões,Estadual,3.2
São Nicolau,Pública,3.4
São Nicolau,Estadual,3.4
São Paulo das Missões,Pública,4.1
São Paulo das Missões,Estadual,4.1
São Pedro das Missões,Pública,2.9
São Pedro das Missões,Estadual,2.9
São Pedro do Butiá,Pública,3.8
São Pedro do Butiá,Estadual,3.8
São Pedro do Sul,Pública,3.1
